"method","serie","F1","precision","recall"
"RED_meanad",56,0.461538461538462,0.3,1
"RED_meanad",57,0.96,1,0.923076923076923
"RED_meanad",58,0.814814814814815,0.733333333333333,0.916666666666667
"RED_meanad",59,1,1,1
"RED_meanad",60,1,1,1
"RED_meanad",61,0.857142857142857,0.75,1
"RED_meanad",62,0.823529411764706,0.777777777777778,0.875
"RED_meanad",63,0.933333333333333,0.933333333333333,0.933333333333333
"RED_meanad",64,1,1,1
"RED_meanad",65,0.9,0.818181818181818,1
"RED_meanad",66,0.0689655172413793,0.0357142857142857,1
"RED_meanad",67,1,1,1
"RED_meanad",68,0.64,0.615384615384615,0.666666666666667
"RED_meanad",69,0.631578947368421,0.461538461538462,1
"RED_meanad",70,0.909090909090909,0.833333333333333,1
"RED_meanad",71,0.8,0.666666666666667,1
"RED_meanad",72,0.75,0.75,0.75
"RED_meanad",73,0.903225806451613,0.875,0.933333333333333
"RED_meanad",74,0.733333333333333,0.785714285714286,0.6875
"RED_range",1,0.740740740740741,0.714285714285714,0.769230769230769
"RED_range",2,0.296296296296296,0.173913043478261,1
"RED_range",3,0.875,0.777777777777778,1
"RED_range",4,1,1,1
"RED_range",5,1,1,1
"RED_range",6,0.785714285714286,0.785714285714286,0.785714285714286
"RED_range",7,0.846153846153846,0.733333333333333,1
"RED_range",8,0.5,0.333333333333333,1
"RED_range",9,0.8,0.8,0.8
"RED_range",10,0.88,0.846153846153846,0.916666666666667
"RED_range",11,0.8,0.8,0.8
"RED_range",12,0.888888888888889,0.888888888888889,0.888888888888889
"RED_range",13,0.782608695652174,0.75,0.818181818181818
"RED_range",14,0.5,0.333333333333333,1
"RED_range",15,0.896551724137931,0.928571428571429,0.866666666666667
"RED_range",16,0.41025641025641,0.296296296296296,0.666666666666667
"RED_range",17,0.857142857142857,0.75,1
"RED_range",18,0.8,0.666666666666667,1
"RED_range",19,0.580645161290323,0.45,0.818181818181818
"RED_range",20,0.333333333333333,0.2,1
"RED_range",21,0.75,0.6,1
"RED_range",22,0.7,0.636363636363636,0.777777777777778
"RED_range",23,0.9375,0.9375,0.9375
"RED_range",24,0.631578947368421,0.461538461538462,1
"RED_range",25,0.888888888888889,0.8,1
"RED_range",26,0.909090909090909,0.909090909090909,0.909090909090909
"RED_range",27,0.875,0.875,0.875
"RED_range",28,1,1,1
"RED_range",29,0.72,0.5625,1
"RED_range",30,0.166666666666667,0.0909090909090909,1
"RED_range",31,0.888888888888889,0.8,1
"RED_range",32,0.7,0.636363636363636,0.777777777777778
"RED_range",33,0.923076923076923,0.857142857142857,1
"RED_range",34,0.545454545454546,0.4,0.857142857142857
"RED_range",35,0.0869565217391304,0.0454545454545455,1
"RED_range",36,0.363636363636364,0.222222222222222,1
"RED_range",37,0.142857142857143,0.0769230769230769,1
"RED_range",38,0.421052631578947,0.363636363636364,0.5
"RED_range",39,0.777777777777778,0.7,0.875
"RED_range",40,0.153846153846154,0.0833333333333333,1
"RED_range",41,0.75,0.75,0.75
"RED_range",42,0.6,0.428571428571429,1
"RED_range",43,0.588235294117647,0.5,0.714285714285714
"RED_range",44,0.909090909090909,0.833333333333333,1
"RED_range",45,0.758620689655172,0.785714285714286,0.733333333333333
"RED_range",46,0.117647058823529,0.0625,1
"RED_range",47,0.333333333333333,0.2,1
"RED_range",48,0.928571428571429,0.928571428571429,0.928571428571429
"RED_range",49,0.72,0.6,0.9
"RED_range",50,0.833333333333333,0.714285714285714,1
"RED_range",51,0.444444444444444,0.285714285714286,1
"RED_range",52,0.444444444444444,0.428571428571429,0.461538461538462
"RED_range",53,0.769230769230769,0.666666666666667,0.909090909090909
"RED_range",54,0.571428571428571,0.454545454545455,0.769230769230769
"RED_range",55,0.888888888888889,0.857142857142857,0.923076923076923
"RED_range",56,0.133333333333333,0.0740740740740741,0.666666666666667
"RED_range",57,0.8,0.833333333333333,0.769230769230769
"RED_range",58,0.814814814814815,0.733333333333333,0.916666666666667
"RED_range",59,0.928571428571429,0.928571428571429,0.928571428571429
"RED_range",60,0.666666666666667,0.5,1
"RED_range",61,0.75,0.6,1
"RED_range",62,0.594594594594595,0.523809523809524,0.6875
"RED_range",63,0.866666666666667,0.866666666666667,0.866666666666667
"RED_range",64,0.923076923076923,0.923076923076923,0.923076923076923
"RED_range",65,0.842105263157895,0.8,0.888888888888889
"RED_range",66,0.0540540540540541,0.0277777777777778,1
"RED_range",67,0.833333333333333,0.833333333333333,0.833333333333333
"RED_range",68,0.518518518518519,0.466666666666667,0.583333333333333
"RED_range",69,0.6,0.428571428571429,1
"RED_range",70,0.909090909090909,0.833333333333333,1
"RED_range",71,0.5,0.333333333333333,1
"RED_range",72,0.903225806451613,0.933333333333333,0.875
"RED_range",73,0.903225806451613,0.875,0.933333333333333
"RED_range",74,0.8,0.857142857142857,0.75
"RED_iqr",1,0.689655172413793,0.625,0.769230769230769
"RED_iqr",2,0.206896551724138,0.12,0.75
"RED_iqr",3,0.666666666666667,0.5,1
"RED_iqr",4,0.909090909090909,0.833333333333333,1
"RED_iqr",5,1,1,1
"RED_iqr",6,0.714285714285714,0.714285714285714,0.714285714285714
"RED_iqr",7,0.695652173913043,0.666666666666667,0.727272727272727
"RED_iqr",8,0.5,0.333333333333333,1
"RED_iqr",9,0.8,0.8,0.8
"RED_iqr",10,0.75,0.75,0.75
"RED_iqr",11,0.909090909090909,0.833333333333333,1
"RED_iqr",12,0.9,0.818181818181818,1
"RED_iqr",13,0.518518518518518,0.4375,0.636363636363636
"RED_iqr",14,0.285714285714286,0.166666666666667,1
"RED_iqr",15,0.8125,0.764705882352941,0.866666666666667
"RED_iqr",16,0.5625,0.45,0.75
"RED_iqr",17,1,1,1
"RED_iqr",18,0.888888888888889,0.8,1
"RED_iqr",19,0.592592592592593,0.5,0.727272727272727
"RED_iqr",20,0.428571428571428,0.3,0.75
"RED_iqr",21,1,1,1
"RED_iqr",22,0.777777777777778,0.777777777777778,0.777777777777778
"RED_iqr",23,1,1,1
"RED_iqr",24,0.8,0.666666666666667,1
"RED_iqr",25,1,1,1
"RED_iqr",26,1,1,1
"RED_iqr",27,0.615384615384615,0.8,0.5
"RED_iqr",28,0.75,0.666666666666667,0.857142857142857
"RED_iqr",29,0.5,0.4,0.666666666666667
"RED_iqr",30,0.125,0.0666666666666667,1
"RED_iqr",31,0.833333333333333,0.833333333333333,0.833333333333333
"RED_iqr",32,1,1,1
"RED_iqr",33,0.857142857142857,0.75,1
"RED_iqr",34,1,1,1
"RED_iqr",35,0.0769230769230769,0.04,1
"RED_iqr",36,0.2,0.111111111111111,1
"RED_iqr",37,0.129032258064516,0.0689655172413793,1
"RED_iqr",38,0.545454545454546,0.529411764705882,0.5625
"RED_iqr",39,0.378378378378378,0.241379310344828,0.875
"RED_iqr",40,0.285714285714286,0.166666666666667,1
"RED_iqr",41,0.631578947368421,0.545454545454545,0.75
"RED_iqr",42,0.315789473684211,0.1875,1
"RED_iqr",43,0.625,0.555555555555556,0.714285714285714
"RED_iqr",44,1,1,1
"RED_iqr",45,0.896551724137931,0.928571428571429,0.866666666666667
"RED_iqr",46,0.0952380952380952,0.05,1
"RED_iqr",47,0.181818181818182,0.1,1
"RED_iqr",48,0.733333333333333,0.6875,0.785714285714286
"RED_iqr",49,0.75,0.642857142857143,0.9
"RED_iqr",50,0.714285714285714,0.555555555555556,1
"RED_iqr",51,0.444444444444444,0.285714285714286,1
"RED_iqr",52,0.758620689655172,0.6875,0.846153846153846
"RED_iqr",53,0.869565217391304,0.833333333333333,0.909090909090909
"RED_iqr",54,0.758620689655172,0.6875,0.846153846153846
"RED_iqr",55,0.8,0.705882352941177,0.923076923076923
"RED_iqr",56,0.6,0.428571428571429,1
"RED_iqr",57,0.96,1,0.923076923076923
"RED_iqr",58,0.482758620689655,0.411764705882353,0.583333333333333
"RED_iqr",59,0.615384615384615,0.666666666666667,0.571428571428571
"RED_iqr",60,1,1,1
"RED_iqr",61,0.75,0.6,1
"RED_iqr",62,0.882352941176471,0.833333333333333,0.9375
"RED_iqr",63,0.740740740740741,0.833333333333333,0.666666666666667
"RED_iqr",64,1,1,1
"RED_iqr",65,0.72,0.5625,1
"RED_iqr",66,0.08,0.0416666666666667,1
"RED_iqr",67,0.666666666666667,0.666666666666667,0.666666666666667
"RED_iqr",68,0.518518518518519,0.466666666666667,0.583333333333333
"RED_iqr",69,0.545454545454545,0.375,1
"RED_iqr",70,0.909090909090909,0.833333333333333,1
"RED_iqr",71,0.285714285714286,0.166666666666667,1
"RED_iqr",72,0.6875,0.6875,0.6875
"RED_iqr",73,0.866666666666667,0.866666666666667,0.866666666666667
"RED_iqr",74,0.625,0.625,0.625
"RED_garch",1,0.4375,0.368421052631579,0.538461538461538
"RED_garch",2,0.153846153846154,0.0857142857142857,0.75
"RED_garch",3,0.357142857142857,0.238095238095238,0.714285714285714
"RED_garch",4,0.176470588235294,0.103448275862069,0.6
"RED_garch",5,0.242424242424242,0.142857142857143,0.8
"RED_garch",6,0.695652173913043,0.888888888888889,0.571428571428571
"RED_garch",7,0.8,0.888888888888889,0.727272727272727
"RED_garch",8,0.5,0.333333333333333,1
"RED_garch",9,0.9,0.9,0.9
"RED_garch",10,0.5,1,0.333333333333333
"RED_garch",11,0.631578947368421,0.666666666666667,0.6
"RED_garch",12,0.35,0.225806451612903,0.777777777777778
"RED_garch",13,0.177777777777778,0.117647058823529,0.363636363636364
"RED_garch",14,0.121212121212121,0.0645161290322581,1
"RED_garch",15,0.37037037037037,0.416666666666667,0.333333333333333
"RED_garch",16,0.75,0.6,1
"RED_garch",17,0.176470588235294,0.107142857142857,0.5
"RED_garch",18,0.25,0.15,0.75
"RED_garch",19,0.181818181818182,0.136363636363636,0.272727272727273
"RED_garch",20,0.533333333333333,0.363636363636364,1
"RED_garch",21,0.19047619047619,0.111111111111111,0.666666666666667
"RED_garch",22,0.315789473684211,0.206896551724138,0.666666666666667
"RED_garch",23,0.9375,0.9375,0.9375
"RED_garch",24,0.235294117647059,0.142857142857143,0.666666666666667
"RED_garch",25,0.333333333333333,0.2,1
"RED_garch",26,0.956521739130435,0.916666666666667,1
"RED_garch",27,0.64,0.888888888888889,0.5
"RED_garch",28,0.588235294117647,0.5,0.714285714285714
"RED_garch",29,0.888888888888889,0.888888888888889,0.888888888888889
"RED_garch",30,0.0666666666666667,0.0344827586206897,1
"RED_garch",31,1,1,1
"RED_garch",32,1,1,1
"RED_garch",33,0.476190476190476,0.333333333333333,0.833333333333333
"RED_garch",34,0.428571428571429,0.285714285714286,0.857142857142857
"RED_garch",35,0.153846153846154,0.0833333333333333,1
"RED_garch",36,1,1,1
