"","...1","method","dataset","series","time_fit","time_detect","time_detect_RT","time_RT","precision","recall","f1","precision_soft","recall_soft","f1_soft","precision_RT","recall_RT","f1_RT","precision_RT_soft","recall_RT_soft","f1_RT_soft"
"202",2,"garch","A3Benchmark","TS10",1.54972076416016e-05,0.369665861129761,0.110244035720825,2.61139559745789,0.9,0.9,0.9,0.98,0.98,0.98,0.8,0.8,0.8,0.96,0.96,0.96
"203",3,"garch","A3Benchmark","TS100",3.71932983398438e-05,0.139477968215942,0.114617586135864,2.44791507720947,1,1,1,1,1,1,0.5,0.5,0.5,0.9,0.9,0.9
"204",4,"garch","A3Benchmark","TS11",3.4332275390625e-05,0.166791200637817,0.128535509109497,2.80516004562378,1,1,1,1,1,1,1,1,1,1,1,1
"205",5,"garch","A3Benchmark","TS12",1.76429748535156e-05,0.141476392745972,0.110790491104126,1.48712491989136,0.923076923076923,0.923076923076923,0.923076923076923,0.984615384615385,0.984615384615385,0.984615384615385,0.461538461538462,0.461538461538462,0.461538461538462,0.892307692307692,0.892307692307692,0.892307692307692
"206",6,"garch","A3Benchmark","TS13",1.81198120117188e-05,0.148119211196899,0.110860347747803,2.76298236846924,1,1,1,1,1,1,0.888888888888889,0.888888888888889,0.888888888888889,0.977777777777778,0.977777777777778,0.977777777777778
"207",7,"garch","A3Benchmark","TS14",1.69277191162109e-05,0.138039350509644,0.115578889846802,1.12671709060669,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.866666666666667,0.866666666666667,0.866666666666667
"208",8,"garch","A3Benchmark","TS15",4.12464141845703e-05,0.136582374572754,0.121057033538818,4.92410492897034,1,1,1,1,1,1,1,1,1,1,1,1
"209",9,"garch","A3Benchmark","TS16",1.66893005371094e-05,0.129860877990723,0.101990222930908,2.0402684211731,0.470588235294118,0.888888888888889,0.615384615384615,0.517647058823529,0.977777777777778,0.676923076923077,0.388888888888889,0.777777777777778,0.518518518518518,0.477777777777778,0.955555555555555,0.637037037037037
"210",10,"garch","A3Benchmark","TS17",1.78813934326172e-05,0.283235788345337,0.113179206848145,1.28651714324951,1,1,1,1,1,1,1,1,1,1,1,1
"211",11,"garch","A3Benchmark","TS18",1.83582305908203e-05,0.14490270614624,0.1083824634552,4.19831395149231,0.727272727272727,0.666666666666667,0.695652173913043,0.945454545454545,0.866666666666667,0.904347826086957,0.363636363636364,0.333333333333333,0.347826086956522,0.872727272727273,0.8,0.834782608695652
"212",12,"garch","A3Benchmark","TS19",3.79085540771484e-05,0.128868103027344,0.107146501541138,3.01782965660095,0.9,0.9,0.9,0.98,0.98,0.98,0.8,0.8,0.8,0.96,0.96,0.96
"213",13,"garch","A3Benchmark","TS2",2.02655792236328e-05,0.0978868007659912,0.114253997802734,1.79863929748535,0.875,0.875,0.875,0.975,0.975,0.975,0.3125,0.3125,0.3125,0.8625,0.8625,0.8625
"214",14,"garch","A3Benchmark","TS20",1.93119049072266e-05,0.141550540924072,0.118921279907227,1.84321355819702,0.666666666666667,0.666666666666667,0.666666666666667,0.933333333333333,0.933333333333333,0.933333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.866666666666667,0.866666666666667,0.866666666666667
"215",15,"garch","A3Benchmark","TS21",1.88350677490234e-05,0.192938566207886,0.43303918838501,1.39378833770752,0.916666666666667,0.916666666666667,0.916666666666667,0.983333333333333,0.983333333333333,0.983333333333333,0.75,0.75,0.75,0.95,0.95,0.95
"216",16,"garch","A3Benchmark","TS22",3.55243682861328e-05,0.181845903396606,0.112113475799561,2.53911137580872,1,1,1,1,1,1,1,1,1,1,1,1
"217",17,"garch","A3Benchmark","TS23",3.55243682861328e-05,0.190656900405884,0.154009103775024,2.43020462989807,0.8125,0.866666666666667,0.838709677419355,0.9125,0.973333333333333,0.941935483870968,0.733333333333333,0.733333333333333,0.733333333333333,0.946666666666667,0.946666666666667,0.946666666666667
"218",18,"garch","A3Benchmark","TS24",2.02655792236328e-05,0.184057474136353,0.108824729919434,2.60568857192993,1,1,1,1,1,1,0.875,0.875,0.875,0.975,0.975,0.975
"219",19,"garch","A3Benchmark","TS25",3.67164611816406e-05,0.132595539093018,0.112439155578613,1.8264856338501,1,1,1,1,1,1,1,1,1,1,1,1
"220",20,"garch","A3Benchmark","TS26",3.91006469726562e-05,0.185175895690918,0.107231855392456,1.12987637519836,0.727272727272727,0.727272727272727,0.727272727272727,0.945454545454545,0.945454545454545,0.945454545454545,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.818181818181818,0.818181818181818,0.818181818181818
"221",21,"garch","A3Benchmark","TS27",1.93119049072266e-05,0.154633045196533,0.335655689239502,1.24244594573975,1,1,1,1,1,1,0.111111111111111,0.111111111111111,0.111111111111111,0.822222222222222,0.822222222222222,0.822222222222222
"222",22,"garch","A3Benchmark","TS28",1.97887420654297e-05,0.242798805236816,0.0995359420776367,1.05776834487915,1,1,1,1,1,1,0.5,0.5,0.5,0.9,0.9,0.9
"223",23,"garch","A3Benchmark","TS29",1.88350677490234e-05,0.144803762435913,0.11454963684082,2.48396944999695,0.8,1,0.888888888888889,0.8,1,0.888888888888889,0.571428571428571,1,0.727272727272727,0.571428571428571,1,0.727272727272727
"224",24,"garch","A3Benchmark","TS3",3.48091125488281e-05,0.240272998809814,0.118311882019043,1.89829421043396,0.857142857142857,1,0.923076923076923,0.857142857142857,1,0.923076923076923,0.333333333333333,0.333333333333333,0.333333333333333,0.866666666666667,0.866666666666667,0.866666666666667
"225",25,"garch","A3Benchmark","TS30",5.81741333007812e-05,0.878967046737671,0.105927228927612,2.17249441146851,1,1,1,1,1,1,0.875,0.875,0.875,0.975,0.975,0.975
"226",26,"garch","A3Benchmark","TS31",1.93119049072266e-05,0.358283281326294,0.0960597991943359,1.19075155258179,1,1,1,1,1,1,0.428571428571429,0.428571428571429,0.428571428571429,0.885714285714286,0.885714285714286,0.885714285714286
"227",27,"garch","A3Benchmark","TS32",3.69548797607422e-05,0.147884607315063,0.128608703613281,3.49852252006531,0.928571428571429,0.928571428571429,0.928571428571429,0.985714285714286,0.985714285714286,0.985714285714286,0.714285714285714,0.714285714285714,0.714285714285714,0.942857142857143,0.942857142857143,0.942857142857143
"228",28,"garch","A3Benchmark","TS33",3.48091125488281e-05,0.105246543884277,0.108238697052002,2.24255347251892,1,1,1,1,1,1,0.666666666666667,1,0.8,0.666666666666667,1,0.8
"229",29,"garch","A3Benchmark","TS34",3.67164611816406e-05,0.386884927749634,0.103247165679932,1.69507098197937,0.05,1,0.0952380952380952,0.05,1,0.0952380952380952,0.04,1,0.0769230769230769,0.04,1,0.0769230769230769
"230",30,"garch","A3Benchmark","TS35",4.14848327636719e-05,0.169087648391724,0.115112066268921,3.52026748657227,1,1,1,1,1,1,1,1,1,1,1,1
"231",31,"garch","A3Benchmark","TS36",3.71932983398438e-05,0.271729469299316,0.115486145019531,5.14511489868164,1,1,1,1,1,1,1,1,1,1,1,1
"232",32,"garch","A3Benchmark","TS37",3.57627868652344e-05,0.235753059387207,0.111428499221802,3.63853359222412,0.9,0.9,0.9,0.98,0.98,0.98,1,1,1,1,1,1
"233",33,"garch","A3Benchmark","TS38",3.33786010742188e-05,0.148046970367432,0.107496500015259,1.43265318870544,1,1,1,1,1,1,1,1,1,1,1,1
"234",34,"garch","A3Benchmark","TS39",2.09808349609375e-05,0.172160625457764,0.335481643676758,2.76149749755859,1,1,1,1,1,1,0.923076923076923,1,0.96,0.923076923076923,1,0.96
"235",35,"garch","A3Benchmark","TS4",2.16960906982422e-05,0.150651931762695,0.115667104721069,3.42397594451904,1,1,1,1,1,1,1,1,1,1,1,1
"236",36,"garch","A3Benchmark","TS40",3.64780426025391e-05,0.574913263320923,0.113126993179321,2.04805135726929,0.888888888888889,0.8,0.842105263157895,0.977777777777778,0.88,0.926315789473684,0.888888888888889,0.8,0.842105263157895,0.977777777777778,0.88,0.926315789473684
"237",37,"garch","A3Benchmark","TS41",3.71932983398438e-05,0.136015653610229,0.111598968505859,1.99734497070312,0.785714285714286,0.785714285714286,0.785714285714286,0.957142857142857,0.957142857142857,0.957142857142857,0.357142857142857,0.357142857142857,0.357142857142857,0.871428571428572,0.871428571428572,0.871428571428572
"238",38,"garch","A3Benchmark","TS42",3.48091125488281e-05,0.273367881774902,0.108534812927246,12.165655374527,0.866666666666667,0.8125,0.838709677419355,0.973333333333333,0.9125,0.941935483870968,0.533333333333333,0.5,0.516129032258065,0.906666666666667,0.85,0.87741935483871
"239",39,"garch","A3Benchmark","TS43",3.55243682861328e-05,0.157227516174316,0.302035093307495,1.88185429573059,0.733333333333333,0.733333333333333,0.733333333333333,0.946666666666667,0.946666666666667,0.946666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.933333333333333,0.933333333333333,0.933333333333333
"240",40,"garch","A3Benchmark","TS44",3.60012054443359e-05,0.168091058731079,0.118652105331421,2.73188090324402,0.9375,0.9375,0.9375,0.9875,0.9875,0.9875,0.375,0.375,0.375,0.875,0.875,0.875
"241",41,"garch","A3Benchmark","TS45",3.29017639160156e-05,0.100629806518555,0.102594137191772,2.60493135452271,0.277777777777778,1,0.434782608695652,0.277777777777778,1,0.434782608695652,0.2,0.8,0.32,0.24,0.96,0.384
"242",42,"garch","A3Benchmark","TS46",3.88622283935547e-05,0.153046607971191,0.117387294769287,3.39715456962585,1,1,1,1,1,1,0.75,1,0.857142857142857,0.75,1,0.857142857142857
"243",43,"garch","A3Benchmark","TS47",3.52859497070312e-05,0.162392616271973,0.116610050201416,3.22202348709106,0.8125,0.866666666666667,0.838709677419355,0.9125,0.973333333333333,0.941935483870968,0.866666666666667,0.866666666666667,0.866666666666667,0.973333333333333,0.973333333333333,0.973333333333333
"244",44,"garch","A3Benchmark","TS48",4.05311584472656e-05,0.185195684432983,0.102935314178467,2.90737915039062,0.846153846153846,0.846153846153846,0.846153846153846,0.969230769230769,0.969230769230769,0.969230769230769,0.857142857142857,0.923076923076923,0.888888888888889,0.914285714285714,0.984615384615385,0.948148148148148
"245",45,"garch","A3Benchmark","TS49",3.40938568115234e-05,0.216871976852417,0.104072570800781,2.28084874153137,0.875,0.875,0.875,0.975,0.975,0.975,0.666666666666667,0.75,0.705882352941177,0.844444444444444,0.95,0.894117647058824
"246",46,"garch","A3Benchmark","TS5",3.33786010742188e-05,0.169222593307495,0.111397981643677,1.60605645179749,1,1,1,1,1,1,1,1,1,1,1,1
"247",47,"garch","A3Benchmark","TS50",4.05311584472656e-05,0.220489978790283,0.136018753051758,2.23842978477478,0.555555555555556,0.714285714285714,0.625,0.733333333333333,0.942857142857143,0.825,0.7,1,0.823529411764706,0.7,1,0.823529411764706
"248",48,"garch","A3Benchmark","TS51",3.50475311279297e-05,0.222256422042847,0.282333612442017,5.54761838912964,0.692307692307692,0.692307692307692,0.692307692307692,0.938461538461538,0.938461538461538,0.938461538461538,0.461538461538462,0.461538461538462,0.461538461538462,0.892307692307692,0.892307692307692,0.892307692307692
"249",49,"garch","A3Benchmark","TS52",3.45706939697266e-05,0.143758058547974,0.114876508712769,2.34602451324463,1,1,1,1,1,1,0.833333333333333,0.833333333333333,0.833333333333333,0.966666666666667,0.966666666666667,0.966666666666667
"250",50,"garch","A3Benchmark","TS53",3.55243682861328e-05,0.224169015884399,0.117848634719849,1.47420001029968,0.8,0.8,0.8,0.96,0.96,0.96,0.266666666666667,0.266666666666667,0.266666666666667,0.853333333333333,0.853333333333333,0.853333333333333
"251",51,"garch","A3Benchmark","TS54",3.98159027099609e-05,0.160182476043701,0.109378576278687,3.52555465698242,0.875,0.875,0.875,0.975,0.975,0.975,0.8,0.75,0.774193548387097,0.96,0.9,0.929032258064516
"252",52,"garch","A3Benchmark","TS55",3.91006469726562e-05,0.127953052520752,0.117463350296021,2.930095911026,0.916666666666667,0.916666666666667,0.916666666666667,0.983333333333333,0.983333333333333,0.983333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.866666666666667,0.866666666666667,0.866666666666667
"253",53,"garch","A3Benchmark","TS56",3.95774841308594e-05,0.175524473190308,0.12487006187439,3.4360945224762,1,1,1,1,1,1,0.2,1,0.333333333333333,0.2,1,0.333333333333333
"254",54,"garch","A3Benchmark","TS57",3.52859497070312e-05,0.12363600730896,0.428733348846436,2.53868651390076,1,1,1,1,1,1,1,1,1,1,1,1
"255",55,"garch","A3Benchmark","TS58",3.62396240234375e-05,0.0866448879241943,0.112199783325195,3.18395233154297,1,1,1,1,1,1,1,1,1,1,1,1
"256",56,"garch","A3Benchmark","TS59",3.33786010742188e-05,0.100878715515137,0.105910301208496,2.98739767074585,1,1,1,1,1,1,0.733333333333333,1,0.846153846153846,0.733333333333333,1,0.846153846153846
"257",57,"garch","A3Benchmark","TS6",3.62396240234375e-05,0.15984582901001,0.11222767829895,1.52468347549438,1,1,1,1,1,1,1,1,1,1,1,1
"258",58,"garch","A3Benchmark","TS60",3.55243682861328e-05,0.252266645431519,0.110716819763184,1.09167194366455,0.333333333333333,0.333333333333333,0.333333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.816666666666667,0.816666666666667,0.816666666666667
"259",59,"garch","A3Benchmark","TS61",3.62396240234375e-05,0.154567956924438,0.136859178543091,3.37886595726013,1,1,1,1,1,1,0.923076923076923,0.923076923076923,0.923076923076923,0.984615384615385,0.984615384615385,0.984615384615385
"260",60,"garch","A3Benchmark","TS62",3.50475311279297e-05,0.188510894775391,0.11432957649231,3.45876526832581,1,1,1,1,1,1,0.75,0.75,0.75,0.95,0.95,0.95
"261",61,"garch","A3Benchmark","TS63",3.52859497070312e-05,0.163480281829834,0.111917018890381,2.97117519378662,1,1,1,1,1,1,0.8,0.8,0.8,0.96,0.96,0.96
"262",62,"garch","A3Benchmark","TS64",3.814697265625e-05,0.190291166305542,0.111461877822876,1.37891817092896,1,1,1,1,1,1,0.75,0.75,0.75,0.95,0.95,0.95
"263",63,"garch","A3Benchmark","TS65",3.36170196533203e-05,0.179401397705078,0.108836650848389,1.96737360954285,1,1,1,1,1,1,0.857142857142857,0.857142857142857,0.857142857142857,0.971428571428571,0.971428571428571,0.971428571428571
"264",64,"garch","A3Benchmark","TS66",3.76701354980469e-05,0.156150817871094,0.104639768600464,1.92050194740295,0.5,1,0.666666666666667,0.5,1,0.666666666666667,1,1,1,1,1,1
"265",65,"garch","A3Benchmark","TS67",3.86238098144531e-05,0.163516283035278,0.120939493179321,3.21144533157349,0.875,0.875,0.875,0.975,0.975,0.975,0.9375,0.9375,0.9375,0.9875,0.9875,0.9875
"266",66,"garch","A3Benchmark","TS68",3.76701354980469e-05,0.188452482223511,0.359849691390991,2.46939277648926,0.9375,0.9375,0.9375,0.9875,0.9875,0.9875,0.75,0.75,0.75,0.95,0.95,0.95
"267",67,"garch","A3Benchmark","TS69",3.55243682861328e-05,0.16474461555481,0.131666660308838,3.08299779891968,0.777777777777778,1,0.875,0.777777777777778,1,0.875,0.777777777777778,1,0.875,0.777777777777778,1,0.875
"268",68,"garch","A3Benchmark","TS7",3.88622283935547e-05,0.173805236816406,0.115898847579956,3.08263969421387,1,1,1,1,1,1,1,1,1,1,1,1
"269",69,"garch","A3Benchmark","TS70",3.45706939697266e-05,0.12180233001709,0.136378765106201,2.13928866386414,0.9,1,0.947368421052632,0.9,1,0.947368421052632,0.818181818181818,1,0.9,0.818181818181818,1,0.9
"270",70,"garch","A3Benchmark","TS71",3.48091125488281e-05,0.21760082244873,0.119955062866211,4.46469950675964,0.8125,0.8125,0.8125,0.9625,0.9625,0.9625,0.4375,0.4375,0.4375,0.8875,0.8875,0.8875
"271",71,"garch","A3Benchmark","TS72",3.71932983398438e-05,0.239740371704102,0.100815296173096,2.23324799537659,0.583333333333333,0.875,0.7,0.65,0.975,0.78,0.368421052631579,0.875,0.518518518518518,0.410526315789474,0.975,0.577777777777778
"272",72,"garch","A3Benchmark","TS73",3.55243682861328e-05,0.179060697555542,0.532444953918457,2.14217090606689,1,0.933333333333333,0.96551724137931,1,0.933333333333333,0.96551724137931,0.764705882352941,0.866666666666667,0.8125,0.811764705882353,0.92,0.8625
"273",73,"garch","A3Benchmark","TS74",3.57627868652344e-05,0.172014236450195,0.0941593647003174,1.6511116027832,1,1,1,1,1,1,1,1,1,1,1,1
"274",74,"garch","A3Benchmark","TS75",3.55243682861328e-05,0.122483015060425,0.145832538604736,2.88121438026428,0.857142857142857,0.857142857142857,0.857142857142857,0.971428571428571,0.971428571428571,0.971428571428571,0.785714285714286,0.785714285714286,0.785714285714286,0.957142857142857,0.957142857142857,0.957142857142857
"275",75,"garch","A3Benchmark","TS76",3.71932983398438e-05,0.241688013076782,0.42925763130188,2.60231161117554,1,1,1,1,1,1,1,1,1,1,1,1
"276",76,"garch","A3Benchmark","TS77",3.31401824951172e-05,0.140580892562866,0.113038539886475,1.63805866241455,0.9375,0.9375,0.9375,0.9875,0.9875,0.9875,0.125,0.125,0.125,0.825,0.825,0.825
"277",77,"garch","A3Benchmark","TS78",3.36170196533203e-05,0.19534158706665,0.127414464950562,3.89449334144592,0.8,0.8,0.8,0.96,0.96,0.96,0.866666666666667,0.866666666666667,0.866666666666667,0.973333333333333,0.973333333333333,0.973333333333333
"278",78,"garch","A3Benchmark","TS79",3.40938568115234e-05,0.168643474578857,0.118728637695312,2.16324377059937,1,1,1,1,1,1,1,1,1,1,1,1
"279",79,"garch","A3Benchmark","TS8",3.55243682861328e-05,0.209101676940918,0.407772064208984,1.28498959541321,1,1,1,1,1,1,1,1,1,1,1,1
"280",80,"garch","A3Benchmark","TS80",3.83853912353516e-05,1.33234786987305,0.134082555770874,3.73497438430786,0.846153846153846,0.846153846153846,0.846153846153846,0.969230769230769,0.969230769230769,0.969230769230769,0.615384615384615,0.615384615384615,0.615384615384615,0.923076923076923,0.923076923076923,0.923076923076923
"281",81,"garch","A3Benchmark","TS81",3.57627868652344e-05,0.21965503692627,0.605520725250244,2.1749382019043,1,1,1,1,1,1,0.916666666666667,0.916666666666667,0.916666666666667,0.983333333333333,0.983333333333333,0.983333333333333
"282",82,"garch","A3Benchmark","TS82",3.67164611816406e-05,0.176306247711182,0.102179765701294,2.41835641860962,0.545454545454545,0.857142857142857,0.666666666666667,0.618181818181818,0.971428571428571,0.755555555555555,0.3125,0.714285714285714,0.434782608695652,0.4125,0.942857142857143,0.573913043478261
"283",83,"garch","A3Benchmark","TS83",3.74317169189453e-05,0.189013719558716,0.124090909957886,2.65109372138977,1,1,1,1,1,1,0.833333333333333,0.833333333333333,0.833333333333333,0.966666666666667,0.966666666666667,0.966666666666667
"284",84,"garch","A3Benchmark","TS84",3.69548797607422e-05,0.149390459060669,0.150517463684082,3.78346061706543,0.416666666666667,1,0.588235294117647,0.416666666666667,1,0.588235294117647,0.555555555555556,1,0.714285714285714,0.555555555555556,1,0.714285714285714
"285",85,"garch","A3Benchmark","TS85",3.60012054443359e-05,0.18376612663269,0.117451667785645,2.35795044898987,1,1,1,1,1,1,0.875,0.875,0.875,0.975,0.975,0.975
"286",86,"garch","A3Benchmark","TS86",3.57627868652344e-05,0.121860980987549,0.120395421981812,3.64903378486633,1,1,1,1,1,1,0.615384615384615,0.615384615384615,0.615384615384615,0.923076923076923,0.923076923076923,0.923076923076923
"287",87,"garch","A3Benchmark","TS87",3.52859497070312e-05,0.150846481323242,0.108741044998169,3.34015536308289,1,1,1,1,1,1,0.857142857142857,0.857142857142857,0.857142857142857,0.971428571428571,0.971428571428571,0.971428571428571
"288",88,"garch","A3Benchmark","TS88",3.50475311279297e-05,0.105854749679565,0.113720178604126,3.50823497772217,0.470588235294118,0.666666666666667,0.551724137931034,0.658823529411765,0.933333333333333,0.772413793103448,0.615384615384615,0.666666666666667,0.64,0.861538461538461,0.933333333333333,0.896
"289",89,"garch","A3Benchmark","TS89",3.45706939697266e-05,0.148427724838257,0.109439134597778,1.53243088722229,0.846153846153846,0.785714285714286,0.814814814814815,0.907692307692308,0.842857142857143,0.874074074074074,0.545454545454545,0.428571428571429,0.48,0.909090909090909,0.714285714285714,0.8
"290",90,"garch","A3Benchmark","TS9",3.76701354980469e-05,0.780615329742432,0.120837688446045,1.41916465759277,0.8,0.8,0.8,0.88,0.88,0.88,0.444444444444444,0.4,0.421052631578947,0.888888888888889,0.8,0.842105263157895
"291",91,"garch","A3Benchmark","TS90",4.24385070800781e-05,0.494474172592163,0.125888586044312,1.44912338256836,0.4,0.4,0.4,0.88,0.88,0.88,0.1,0.1,0.1,0.82,0.82,0.82
"292",92,"garch","A3Benchmark","TS91",3.79085540771484e-05,0.113823175430298,0.127990007400513,3.1232807636261,1,1,1,1,1,1,1,1,1,1,1,1
"293",93,"garch","A3Benchmark","TS92",3.71932983398438e-05,0.152536869049072,0.118299007415771,3.52837610244751,1,1,1,1,1,1,0.875,0.875,0.875,0.975,0.975,0.975
"294",94,"garch","A3Benchmark","TS93",3.4332275390625e-05,0.154680967330933,0.129740238189697,2.80031895637512,1,0.933333333333333,0.96551724137931,1,0.933333333333333,0.96551724137931,0.933333333333333,0.933333333333333,0.933333333333333,0.986666666666667,0.986666666666667,0.986666666666667
"295",95,"garch","A3Benchmark","TS94",3.57627868652344e-05,0.167104959487915,0.271319150924683,1.22973036766052,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.866666666666667,0.866666666666667,0.866666666666667
"296",96,"garch","A3Benchmark","TS95",3.86238098144531e-05,0.632172346115112,0.110003232955933,3.00048232078552,0.875,0.875,0.875,0.975,0.975,0.975,0.875,0.875,0.875,0.975,0.975,0.975
"297",97,"garch","A3Benchmark","TS96",3.57627868652344e-05,0.176012277603149,0.122645378112793,3.21957874298096,1,1,1,1,1,1,1,1,1,1,1,1
"298",98,"garch","A3Benchmark","TS97",3.69548797607422e-05,0.158914089202881,0.119113206863403,1.76113820075989,0.9,0.9,0.9,0.98,0.98,0.98,0.2,0.2,0.2,0.84,0.84,0.84
"299",99,"garch","A3Benchmark","TS98",3.55243682861328e-05,0.145107269287109,0.599862813949585,2.20597338676453,0.846153846153846,0.846153846153846,0.846153846153846,0.969230769230769,0.969230769230769,0.969230769230769,0.461538461538462,0.461538461538462,0.461538461538462,0.892307692307692,0.892307692307692,0.892307692307692
"300",100,"garch","A3Benchmark","TS99",3.45706939697266e-05,0.191853761672974,0.113725423812866,1.33070039749146,0.909090909090909,0.909090909090909,0.909090909090909,0.981818181818182,0.981818181818182,0.981818181818182,0,0,NA,0.8,0.8,0.8
"301",1,"lstm","A3Benchmark","TS1",54.8335916996002,0.0145359039306641,0.00417852401733398,3.9489541053772,0.833333333333333,0.909090909090909,0.869565217391304,0.833333333333333,0.909090909090909,0.869565217391304,0.769230769230769,0.909090909090909,0.833333333333333,0.830769230769231,0.981818181818182,0.9
"302",2,"lstm","A3Benchmark","TS10",40.8687052726746,0.00493454933166504,0.0043947696685791,2.4586615562439,0.428571428571429,0.6,0.5,0.485714285714286,0.68,0.566666666666667,0.9,0.9,0.9,0.98,0.98,0.98
"303",3,"lstm","A3Benchmark","TS100",59.5952935218811,0.00500035285949707,0.00455689430236816,2.03351378440857,0.909090909090909,1,0.952380952380952,0.909090909090909,1,0.952380952380952,1,1,1,1,1,1
"304",4,"lstm","A3Benchmark","TS11",64.7982919216156,0.0173025131225586,0.0045619010925293,2.45806813240051,1,1,1,1,1,1,1,1,1,1,1,1
"305",5,"lstm","A3Benchmark","TS12",59.1643867492676,0.00511288642883301,0.00530481338500977,1.19530344009399,1,0.923076923076923,0.96,1,0.923076923076923,0.96,1,0.923076923076923,0.96,1,0.923076923076923,0.96
"306",6,"lstm","A3Benchmark","TS13",63.5393309593201,0.00488114356994629,0.00522685050964355,2.48365783691406,1,0.888888888888889,0.941176470588235,1,0.888888888888889,0.941176470588235,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889
"307",7,"lstm","A3Benchmark","TS14",35.8487634658813,0.00546789169311523,0.00780415534973145,1.34570717811584,0.4375,0.466666666666667,0.451612903225806,0.4375,0.466666666666667,0.451612903225806,1,1,1,1,1,1
"308",8,"lstm","A3Benchmark","TS15",50.8501341342926,0.00474452972412109,0.00469470024108887,4.02959752082825,1,1,1,1,1,1,1,1,1,1,1,1
"309",9,"lstm","A3Benchmark","TS16",48.3136978149414,0.00462174415588379,0.00481128692626953,1.86126470565796,0.285714285714286,0.666666666666667,0.4,0.285714285714286,0.666666666666667,0.4,0.533333333333333,0.888888888888889,0.666666666666667,0.533333333333333,0.888888888888889,0.666666666666667
"310",10,"lstm","A3Benchmark","TS17",51.1745176315308,0.0124185085296631,0.00473809242248535,1.52988052368164,0.0769230769230769,1,0.142857142857143,0.0769230769230769,1,0.142857142857143,1,1,1,1,1,1
"311",11,"lstm","A3Benchmark","TS18",46.8898818492889,0.00501751899719238,0.0044701099395752,3.77128338813782,0.833333333333333,0.833333333333333,0.833333333333333,0.9,0.9,0.9,1,0.916666666666667,0.956521739130435,1,0.916666666666667,0.956521739130435
"312",12,"lstm","A3Benchmark","TS19",60.2119152545929,0.00503778457641602,0.00484037399291992,2.89467763900757,0.666666666666667,1,0.8,0.666666666666667,1,0.8,1,1,1,1,1,1
"313",13,"lstm","A3Benchmark","TS2",41.6842141151428,0.00493669509887695,0.00539493560791016,1.62831664085388,0.65,0.8125,0.722222222222222,0.69,0.8625,0.766666666666667,1,1,1,1,1,1
"314",14,"lstm","A3Benchmark","TS20",38.8378822803497,0.00491690635681152,0.0142958164215088,1.73752927780151,0.642857142857143,0.75,0.692307692307692,0.814285714285714,0.95,0.876923076923077,1,1,1,1,1,1
"315",15,"lstm","A3Benchmark","TS21",37.0087413787842,0.00490212440490723,0.00490999221801758,1.45414972305298,0.230769230769231,0.25,0.24,0.292307692307692,0.316666666666667,0.304,1,1,1,1,1,1
"316",16,"lstm","A3Benchmark","TS22",64.0519604682922,0.00527501106262207,0.00447320938110352,2.27753877639771,0.0625,0.25,0.1,0.1625,0.65,0.26,1,1,1,1,1,1
"317",17,"lstm","A3Benchmark","TS23",56.0267641544342,0.00505185127258301,0.00497651100158691,2.14424729347229,1,0.933333333333333,0.96551724137931,1,0.933333333333333,0.96551724137931,0.928571428571429,0.866666666666667,0.896551724137931,0.985714285714286,0.92,0.951724137931035
"318",18,"lstm","A3Benchmark","TS24",67.1574156284332,0.00499200820922852,0.00464725494384766,2.35576248168945,1,1,1,1,1,1,1,1,1,1,1,1
"319",19,"lstm","A3Benchmark","TS25",43.5443625450134,0.00507402420043945,0.0047147274017334,1.83441996574402,0.333333333333333,1,0.5,0.333333333333333,1,0.5,1,1,1,1,1,1
"320",20,"lstm","A3Benchmark","TS26",47.0065371990204,0.00513887405395508,0.0150539875030518,1.15133929252625,0.4,0.545454545454545,0.461538461538462,0.546666666666667,0.745454545454545,0.630769230769231,1,0.909090909090909,0.952380952380952,1,0.909090909090909,0.952380952380952
"321",21,"lstm","A3Benchmark","TS27",51.3878684043884,0.00495028495788574,0.00468826293945312,1.49297046661377,0.166666666666667,0.222222222222222,0.19047619047619,0.166666666666667,0.222222222222222,0.19047619047619,1,1,1,1,1,1
"322",22,"lstm","A3Benchmark","TS28",66.756716966629,0.00547361373901367,0.00438308715820312,1.09189081192017,0.5,1,0.666666666666667,0.5,1,0.666666666666667,0.666666666666667,1,0.8,0.666666666666667,1,0.8
"323",23,"lstm","A3Benchmark","TS29",51.3646366596222,0.0052635669708252,0.00472426414489746,2.87240815162659,0.0769230769230769,0.25,0.117647058823529,0.123076923076923,0.4,0.188235294117647,0.8,1,0.888888888888889,0.8,1,0.888888888888889
"324",24,"lstm","A3Benchmark","TS3",44.0897538661957,0.00521659851074219,0.0047142505645752,1.18213295936584,0.307692307692308,0.666666666666667,0.421052631578947,0.369230769230769,0.8,0.505263157894737,1,1,1,1,1,1
